"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e1e4921c9e721168fcf5dc_635a80504bede0007b103ca4_logo.png","Fini","Converts your knowledgebase into a chatbot","Chat","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e16a17ef9cb0f7e14fc947_infranodus-screenshot.jpeg","InfraNodus","Text network visualization tool","Research","19",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e16a1bc9993968784835d2_fallback_image.png","Stable Attribution","Identify the creators of AI-trained images and share their attribution link","Research","71",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/645878726044301526692b96_chatbase-social-preview.png","Chatbase","Custom ChatGPT for your website","Chat","100","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e16a1d16df2b2b184456c3_og-main.jpeg","ProfilePicture.AI","Make a free profile picture - Changes Background on your picture","Avatar","290",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e1e0b4acf0468de022628b_Screenshot-2-6-2023-9.25.02%20PM.png","GPTForMe","Upload your own content and then ask questions of it","Chat","32","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e16a1864fca183607ca501_federai-thumbnail.png","FederAI","Helps users grow their Twitter audience","Social Media","56",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e1dfbfee3b2060260a13a2_Screenshot-2-6-2023-9.20.57%20PM.png","PowerMode","Ideate and pitch your next startup","Productivity","73","Copywriting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e16a11265fbd6b3b0dff5a_og.png","ogen.ai","Automatically create an OG Image/Cover Photo from a given link","Generative Art","35",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e16a1392bbdabd595690df_share.png","Summate.it","Quickly summarize web articles.","Productivity","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e1dc234ee37e2848680110_Screenshot-2-6-2023-9.05.30%20PM.png","GPT Travel Advisor","Create a travel itinerary for any city in the world","For Fun","49",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e16a148b37e99d4f498c82_62a860f6354c094b8a47373a_features-Type-Studio.png","Type Studio","All-in-one editing tool with transcription, video editing, and repurposing","Video Editing","61","Podcasting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e1dc8f218d436acf5c7ae1_download.jpg","Munch","Repurpose content for social media and other platforms","Video Editing","45",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e09577b316c0d7d1bd536f_keyword-to-infographic-converter.png","Infographic Ninja","Automated infographic maker based on a keyword and title.","Marketing","27",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e09579faf2d52fa45c7764_moriseai-cover.jpeg","Morise.ai","Tool for YouTube creators to optimize their content","Marketing","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e09e7f6af00b32b2651191_313x0w.webp","Poe","Ask questions and get responses from Quora","Research","30",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e09e032ae9b036dfea81f6_Screenshot-2-5-2023-10.28.02%20PM.png","UltraBrainstormer","Creative writing assistant","Copywriting","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e0957b260986190460e768_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1673980449571x222731667953549380%252FNew%252520Project%252520-%2525202023-01-04T170208.193%252520%2525281%252529%252520%2525281%252529.jpeg","Finalle.ai","Real-time data analysis of financial markets","Finance","196","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e09574206c8f50d3589503_og.png","Leap.ml","API that enables users to generate, edit, and fine-tune images and models","Generative Art","118",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e098cff46ebf6274ab6382_Screen%20Shot%202023-01-09%20at%2011.52.48%20am.png","Buzz Mail","AI email assistant","Productivity","23",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e095756b555c493ff226f6_Phygital_plus_colors.png","Phygital+","A suite of AR art generation and image improvement tools","Generative Art","36","Image Improvement"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e096bf1693d102221502e5_Screenshot-2-5-2023-9.57.06%20PM.png","KnowledgeGraph GPT","Convert unstructured text into a structured knowledge graph","Generative Code","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63def8a457870d0e6904cd05_batchgpt-6f53e5af8e85341ee5a639ef402b3fa0e79a895e36e178905bea275cd8e8093a.png","BatchGPT","Quickly process, analyze, and generate content data.","Productivity","42","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63def8a8e1b44900cc5e6040_Social_Thumbnail.png","Yoodli","Personalized feedback from an AI speech coach","Self-Improvement","21","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63def8a5e1b44909dd5e6038_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1674863907029x309097793543457340%252FGroup%2525203634-2.png","Hair by AI","AI-powered hairstyle assistant for women","For Fun","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63e02c3ee4e25f049d119eda_beepbooply-v2-thumbnail.png","beepbooply","Text-to-speech tool with over 80 languages, 120 accents, and 900 voices","Text-To-Speech","64",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63df012ef46ebf79d28e5ebc_Screenshot-2-4-2023-5.06.30%20PM.png","YouTube Summarized","Quickly creates summaries of YouTube videos","Research","79",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63def8a6572bfc2e9eafcdfb_wm-opengraph-image.png","Wordmetrics","AI writing assistant focused on SEO","Copywriting","23","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd8daf180460114300e6cc_Screenshot-2-3-2023-2.41.40%20PM.png","Outfits AI","Use AI to see what you'd look like in different outfits","For Fun","635",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd61c1bd36388341cb72f6_63d965527279ba19e0a82998_OpenGraph.png","Summari","Text summarization when you hover over a link","Generative Code","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd8c58c757d1551aa24e82_Screenshot-2-3-2023-2.35.57%20PM.png","Visily","Website wireframing with AI","Generative Art","102","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd61c0796bb95c9db22f35_social-sharing-default.png","Hex","Data transformation, visualization, and collaboration.","Generative Code","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd8b15a768c1af61008d71_Screenshot-2-3-2023-2.29.39%20PM.png","Pal","AI Chatbot creator for your website","Chat","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd8a3b5effa87ceb1e0e38_Screenshot-2-3-2023-2.26.52%20PM.png","Clippah","Suite of video editing tools","Video Editing","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd61bd4168682c781b5c1e_newswriter-ogimage.png","Newswriter.ai","Use AI to write press releases","Copywriting","109","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd61c216341c7b61fb639b_brain-generated256.png","Text Generator","Generates high quality text quickly","Copywriting","47","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd61c366106b20af97c63a_og-image.png","AI Ghostwriter","Wordpress ChatGPT Plugin","Copywriting","28",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd61bc66106b415b97bcfe_card-image.jpeg","AIbstract","Generate and stream personalized, original and royalty-free music in real time","Music","70",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dd63249b51ae9086b774dc_Screenshot-2-3-2023-11.40.05%20AM.png","Maroofy","Discover music based on your preferences","Music","89","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dd91f9aeb49caa808aa_63d17336ea89130b5e48ca99_MapsGPT%2520SEO%2520Image%2520(2).png","MapsGPT","Helps users quickly find and explore interesting places near them","For Fun","44",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dcca5f64cd628af3437_62ffdacc04cc42ceecbe4e62_website%2520thumbnail.png","Maverick","Ecommerce tool to create personalized video messages","Marketing","27",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dd37c6e73ebdef5b8fd_meta-image-holler.png","Holler","AI-powered survey tool to collect feedback and insights","Research","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dd2769b2e6ba15a984c_edb06b9d171ea07b8ef12a4aaf4e698e6bd0f3f9-1500x500.png","Latitude","Low-code data app building tool for data exploration and visualization","Generative Code","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dd7a71b6485876441e2_fp-twitter-card.jpeg","Flight Path","AI-assisted Twitter growth and management tool","Social Media","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dcf8cd8017922e3666b_ai-summary-og.png","Video Summarization","Create short clips from long videos","Video Editing","160",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dcb7256af447939d241_1200x630wa.png","Moji","All-in-one AI tool for iOs","Copywriting","34","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dd8769b2e58425aa0eb_OG_GoCharlie_homepage.jpeg","GoCharlie","An all-in-one content marketing tool","Copywriting","48","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dd0d1db6d0e0dbf3fbf_image-twitter.png","LinkOut","Helps users quickly create LinkedIn messages","Social Media","52",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc22eae06cc25f17429dd7_50fda90a-3fe7-40e1-9001-5c8a966cb3f7.png","Parentivity Bot","Parenting advice powered by AI","Self-Improvement","39","Chat"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc13c86796f73e62ef6c2f_unnamed.jpg","IntelliMail","Email writing assistant","Productivity","52",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dda63adce0c8400fac2_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1674167799561x184445665434060700%252Fpage-facebook-image.jpeg","resumecheck.net","Optimize resumes for specific job roles","Self-Improvement","39",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dd5c765c55872dbccd6_wBuQ5-Kc-wD9G8Iwjxwcbi_ke50FF-17edCZKxvsgJNR3VJ3ZUQR8bC7ROOLtOtusQFf1CsWLB9Ngf0EtukZHTV7UQ%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","Second Brain","Chrome extension AI writing assistant","Copywriting","40","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dc0dca9c297d4f2514d95c_og-image.png","SermonGPT","This tool quickly creates sermon outlines","Self-Improvement","36",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dadbb2f6185117013a3cc5_Screenshot-2-1-2023-1.37.22%20PM.png","Water","No-code ChatGPT Builder","Chat","112","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dabe5f5f52c02edda57679_Screenshot-2-1-2023-11.32.42%20AM.png","Rose.ai","Enables users to find, engage, visualize, and share data.","Finance","48","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0f05b0aef1a0c012114_ogimage.png","SpellBox","Helps users solve programming problems quickly","Generative Code","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0edc4b3367511599e28_pebblely-card.jpeg","Pebblely","AI product photo generator","Generative Art","82",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dabdcd52f18e4817b37952_Screenshot-2-1-2023-11.30.16%20AM.png","Quinvio AI","Video creation tool to quickly create engaging videos.","Generative Video","143",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dabcd356f75f389e42683c_Contlo-ai-product-1-1.png","Contlo.AI","AI-powered marketing platform","Chat","28","Copywriting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dabcf352f18e4450b369e0_out-0.webp","Paint by Text","Image editing tool to customize photos using written instructions","Generative Art","66",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0e60bdf43a31973e8d2_og_image.png","Artifact","AI-driven personalized news feed tool","Research","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63daba2ad5bb1d42dc5f5465_Screenshot-2-1-2023-11.14.40%20AM.png","AI Text Classifier (Open AI)","Official AI detection tool from OpenAI","AI Detection","57",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0e4d05b02c4e41c556d_meta-image.png","A.V. Mapping","Helps filmmakers and musicians find the perfect music for their projects","Music","29",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0e75491ca6409d70585_3thlrJh41ciJu5AQVovEFgrWIbg.jpeg","Brancher.ai","AI-powered no-code app creation platform","Generative Code","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0e9b8353a6018183990_1200x630wa.png","Dreamescape","AI-powered app for exploring and understanding dreams on iOS","For Fun","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0ecc4b3364e5e599e25_open-graph.png","jibewith.com","Simple content creation tool","Copywriting","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab48587bf2d6d7b27dc2b_pic-1.png","HitPaw AI Art Generator","Create unique visuals from text","Generative Art","103",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0ea0bdf4339d573e8d7_preview.png","GPT-Minus1","A tool that tries to fool AI chat detection","AI Detection","76",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab68cf8fab9997e9f5495_logo.16b1f4c638d85ecf57fd.png","AICheatCheck","Detect AI-generated content in English text","AI Detection","39",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812d157323401054dd593_were-the-first-copywriting.png","Anyword","AI copywriting tool","Copywriting","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d959c9436e59e9850dd208_expert-AInew.png","ExpertAI","Connects users with AI ""experts"" in a variety of fields","Chat","38","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d959cab6fb16361b255046_Facebook_banner_01.jpeg","GetGenie","WordPress plugin for AI copywriting and SEO","Copywriting","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d959cccfd3c052d076113c_63c7a6f691fda34585a4b487_Main%2520image.png","Delibr AI","Helps product managers create high-quality documents quickly and efficiently.","Productivity","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d959ceca13434aa5b10b4a_1200x630bb.png","Diffusers","Mac app for Stable Diffusion","Generative Art","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d959cb1fda34241dc57d88_social.png","Poly","AI-generated 3D textures and renders","Generative Art","49","Gaming"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d97a467279ba4849a97f60_Screenshot-1-31-2023-12.29.48%20PM.png","GPTZero","A tool for accurately detecting AI plagiarism","AI Detection","30",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d978795d5d72c91382d334_Screenshot-1-31-2023-12.22.08%20PM.png","Mindgrasp","AI-powered tool to help users learn faster and better understand course material.","Research","64","Self-Improvement"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d977b11e7eab01462a2abe_Screenshot-1-31-2023-12.18.49%20PM.png","Social Comments GPT","Chrome Extension to generate comments for social media platforms","Social Media","75",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d9764ac038223e3be7e32d_Screenshot-1-31-2023-12.12.50%20PM.png","Promo.ai","AI-powered newsletter generator for Shopify users","Marketing","7",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d959cd7015b02b83ddebc6_card.jpeg","Writers brew","AI assistant that accelerates reading and writing","Productivity","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d975b4f8f139304e9dcea2_Screenshot-1-31-2023-12.10.20%20PM.png","GymGenie","Workout routines tailored to the user's fitness level, height, weight, goal weight","Self-Improvement","849",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d959ce0da8fa69b7d7a149_1200x630wa.png","Kayyo","AI MMA trainer app","Self-Improvement","50",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d959c8638b1251655a7101_logo.svg","Eilla AI","AI content generator","Copywriting","19","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d9732b7279ba2975a90732_Screenshot-1-31-2023-11.59.31%20AM.png","Article Summary","Generates articles summaries in Arabic, English, and French from a URL.","Research","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d959c6ca13433452b10b3c_player_en_1100x576.png","Vocal Remover","Create karaoke versions of songs by removing vocals","Music","372","For Fun"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812de0c42364f997e4ba8_5RBoMQbpjVGhXfRgFbiUZcbcI8A.jpeg","CAMIRA","AI-powered suite of apps to help photographers and videographers","Image Improvement","42",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c7146833775c392d23fbd7_og-image.png","Email Helper","Email generator that enables users to quickly generate business emails","Copywriting","43","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d96fe194f5054a45ad046b_Screenshot-1-31-2023-11.45.29%20AM.png","Kadoa","Quickly and easily extract data from websites, PDFs, and databases.","Generative Code","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812d53e3845b1acb23844_card2.png","AITWO.CO","Design interiors and exteriors for rooms and buildings","For Fun","40","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d96f10ec7b281b41f7218d_63d2d14ce82085ccfb3b3549_Screenshot%202023-01-26%20at%2010.07%201-p-1080.png","Mirage","AI-Powered 3D Prototyping","Generative Art","16","Gaming"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d96db5e6e7114986aaf0d6_Screenshot-1-31-2023-11.36.14%20AM.png","MULTI·ON","An AI-powered web assistant","Productivity","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d96af4e845e701246f64fc_about_1.webp","Ailiverse","Computer vision training and image classification","Generative Code","18","Image Scanning"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d969424fe2ae440b7b2c59_Screenshot-1-31-2023-11.17.13%20AM.png","Maze","Discord-based generative art platform","Generative Art","537",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d968bd1474af209471fd7b_logo%20(1).png","BookAbout","Helps users find the perfect book from over 500,000 titles","Research","25",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d967ce1b9a10c9acb3d535_Screenshot-1-31-2023-11.11.02%20AM.png","TheoAssist","A chat and research tool built around the bible","Chat","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812cb7e1d437cfe03d392_Screenshot-2022-12-26-at-9.58.16-PM.png","whot tech","GPT-3 and DALL·E 2 on WhatsApp","Chat","30","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812c8ae35923d71d77bfe_og.jpeg","Dreamhouse AI","Interior design inspirations for your rooms","For Fun","49","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d965a094dc800384b4527d_230x0w.webp","Atomic","AI-powered calendar assistant that helps users streamline their schedules","Productivity","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812c7498a8bfaec9bf9f9_gptkit-2.png","GPTKit","AI text generation detection tool","AI Detection","76",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d964351e7eab6f9f28c77e_Screenshot-1-31-2023-10.55.39%20AM.png","Requstory","User story writing tool to help teams describe product features","Marketing","9","Copywriting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d962cccddb509f37694ecf_Screenshot-1-31-2023-10.49.35%20AM.png","Auphonic","Automatic audio post production","Podcasting","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d962780ef56d399b1dd103_blogcast-podcast-list-692x558x0x2x692x419x1619605864.png","Blogcast","Text-to-speech tool for podcasts","Text-To-Speech","19","Podcasting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812bc90bcb849fc9d063b_juice-automated-content-marketing-for-all.png","Juice","AI-powered content marketing tool to optimize SEO","Copywriting","33","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812db9c90495393d559b1_og.jpeg","Makelog","Quickly share product updates","Marketing","4",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812d2bd1d2b7e79a3dbeb_subtxt-app-template.png","Subtxt","AI-powered narrative frameworks to help writers generate creative stories","Copywriting","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d8a225f06e4afaf501dc8b_Screenshot-1-30-2023-9.07.15%20PM.png","Briefly","Writing assistant to help write better briefs","Copywriting","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812d986dfea65e3b1c12a_Cheap-Nosh.png","AI Recipe Generator","AI-generated recipe tailored to ingredients","For Fun","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812da7e1d43a70b03dd9c_og.png","Read Pilot","Generate Q&A cards from online articles","Research","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d856d3272204575eb38167_Screenshot-1-30-2023-3.46.13%20PM.png","MusicLM","Generate high-fidelity music from text descriptions (Google Research)","Music","579","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812be0e3359ef6ffde9c4_1200x630wa.png","ProjectAi","Provides students with helpful tools and resources to improve their learning and studying","Research","31",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812bdaa6e0b5fe3dd50d9_landscape_image_processing20200625-20141-1e5md6.png","Daily Zaps","AI-focused news and resource hub","Aggregators","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d812c00e33590077fde9c7_1c543656-8508-4f52-bf84-1c20483c0fac.png","MidJourney Styles & Keywords","MidJourney style reference guide","Prompt Guides","170","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d4096880fecd315b0d9876_611530ccf9a74fe807efc63e_open-graph.png","Scalenut","Platform that helps businesses plan, research, create, and optimize content","Copywriting","29",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d409693caa0630068452a9_template-designer.png","Switchboard Canvas","A media toolkit offering automated image production, templates, and translation tools","Generative Art","55","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d40968c85a2f2d8ded8869_Social-Graph.png","DocuChat","Enables users to ask questions and get answers from large bodies of text","Chat","18","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d40966c1c115f6a9e74f0d_63505232917230e5c02e5202_movebot.jpeg","MOVE Ai","Quickly extract high fidelity motion from any video to bring motion into digital worlds","Motion Capture","39","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d4096505e43337c43f58a7_WSL_pricing_preview-thumb2.jpeg","WellSaid Labs","Convert text to voice in real time","Text-To-Speech","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cb0de668ee496d17688f_validator-logo-2.cbb9b69d.png","ValidatorAI","AI business validator tool that provides detailed feedback and advice","Research","27",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cabac826f53ed323a1c8_imageapp-ai.png","Image AI App","AI-powered cartoon image generator","Generative Art","241",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cab99a497164967017b8_634f1e9f33a54abb0aaf7da2_Durable%2520artwork-p-2000.png","Durable","AI-powered website generator","Marketing","109","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cab7bb131a913c2bd74e_GAnypXceyxOQz-BXusoo4_PP21UWT4DSg8UbiDOJuh48f-6bmzkU2KmeNoNME4MtnvG1GYVkW9havD6vJHjN_9wA70o%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","WritingMate","AI communications helper and writing companion powered by GPT","Copywriting","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d427e3790b220151bab2f1_logo.png","AiSofiya","Text-to-speech generator","Text-To-Speech","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d426a7a1438ec40425b3dd_Screenshot-1-27-2023-11.31.28%20AM.png","Civitai","Platform for discovering, sharing and rating custom AI art models","Generative Art","206","Prompt Guides"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cac3ebba2339a2013f2f_Hero_image_16x9.jpeg","Teachable Machine","Train a computer to recognize your own images, sounds, & poses.","Motion Capture","33","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cb0b21dab87b598e94e3_hand.png","Tute.ai","AI-powered virtual tutoring platform to personalize learning experiences","Self-Improvement","55","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d41bc27596003964fccd13_igvwU5eG_400x400.jpg","Pollinations","Integrate AI creation within your site or community","Generative Art","26",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d41b21e942a4db8e5a5b5f_Meetgeek-logo-horizontal.png","MeetGeek","Automated meeting recording, transcription, summarization, insights, and more","Productivity","38","Speech-To-Text"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d41ac4790b22abc4b9aa82_pexels-photo-3601422.jpeg","Vacay","Vacation & Travel Chat Assistant","Research","43","For Fun"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d4157e0cac4d7c11e858b1_57e756cf-844a-41fb-ab5f-36a1deb4062f.png","Valideo","Amazon product recommendation platform","Research","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d414bae706df1b2505e708_Screenshot-1-27-2023-10.15.17%20AM.png","Brainfish","AI-powered knowledgebase","Marketing","64",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d4140326cf6f7f240b8c0b_what-is-it-v2.png","Hot Reach AI","Generate first lines for cold emails quickly and easily","Marketing","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cab53557f05fcf7fce73_AI-Reality-web-1.jpeg","AI Reality","Experience Augmented Reality from text","Generative Video","47","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cac205b9b2352f1e96d4_63cfd52599c7625ae824f88d_ask-opengraph.png","Slite - Ask","Ask questions and get answers from your company's existing documentation","Research","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cb09f8ac04548b93cf44_logo-82620720f1db35d489c0c31fc135dd3473c65a5a3f13f7b3b5a7c197c9d18ec8.png","StoriesForKids.ai","Enables parents and children to collaboratively create stories and illustrations","For Fun","26",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cab6d04d3cae3d95b8ed_og-image.png","Begone, Spammer","Tool that helps users take control of you inbox and outsmart spammers","Productivity","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cabe334eb792b0af4005_favicon.png","Pixela.ai","Upload and share textures and patterns for games","Gaming","60","Prompt Guides"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d36d27d6508b507cc03087_Screenshot-1-26-2023-10.20.07%20PM.png","GlowAI","Skincare routine generator creates personalized routines based on budget, skin type, and skin concerns","Self-Improvement","25",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d36c399332c071d9489026_Screenshot-1-26-2023-10.16.08%20PM.png","Public Prompts","A large and growing list of freely available image prompts","Prompt Guides","121","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cabef029fc58ce3d946f_og-image.png","Neeva","Private search engine with AI","Research","28",""
